0.00069069,0.0006663,0.00059737,0.00049569,0.00037769,0.00026072,0.00015931,8.2537e-05,3.3076e-05,7.903e-06,3.0253e-07,2.3811e-06,7.3038e-06,1.0676e-05,1.0855e-05,8.3649e-06,4.8135e-06,1.8166e-06,2.8598e-07,2.374e-07,1.0397e-06,1.8788e-06,2.1812e-06,1.8224e-06,1.0769e-06,3.9153e-07,1.2407e-07,3.7579e-07,9.7922e-07,1.6179e-06,1.9981e-06,1.982e-06,1.626e-06,1.121e-06,6.8107e-07,4.4114e-07,4.1151e-07,5.0097e-07,5.8465e-07,5.7483e-07,4.5866e-07,2.8933e-07,1.4377e-07,7.5217e-08,8.7448e-08,1.4192e-07,1.8906e-07,2.0259e-07,1.9581e-07,2.1114e-07,2.9014e-07,4.4238e-07,6.3172e-07,7.8868e-07,8.4295e-07,7.592e-07,5.5763e-07,3.0835e-07,1.0215e-07,1.1551e-08,6.0381e-08,2.1547e-07,4.0313e-07,5.4185e-07,5.7593e-07,4.9575e-07,3.377e-07,1.6601e-07,4.6062e-08,2.0999e-08,9.9906e-08,2.5991e-07,4.5849e-07,6.4932e-07,7.9525e-07,8.7519e-07,8.8475e-07,8.3294e-07,7.374e-07,6.1989e-07,5.0233e-07,4.0319e-07,3.3437e-07,2.9901e-07,2.9143e-07,2.9949e-07,3.0906e-07,3.0887e-07,2.941e-07,2.6701e-07,2.3476e-07,2.0547e-07,1.8438e-07,1.718e-07,1.636e-07,1.5369e-07,1.3714e-07,1.1257e-07,8.2823e-08,5.3755e-08,3.1987e-08,2.2428e-08,2.6569e-08,4.202e-08,6.3309e-08,8.362e-08,9.6886e-08,9.9632e-08,9.2e-08,7.762e-08,6.2315e-08,5.2035e-08,5.0723e-08,5.8927e-08,7.3729e-08,9.0018e-08,1.0258e-07,1.0814e-07,1.0638e-07,9.9756e-08,9.2061e-08,8.6704e-08,8.5404e-08,8.7882e-08,9.2495e-08,9.7327e-08,1.0106e-07,1.0323e-07,1.0392e-07,
0.63661,0.39538,0.081516,0.0071525,0.0039741,0.0049604,0.0070512,0.0068238,0.0018481,0.0004468,0.0015811,0.0004121,0.00015084,5.1361e-05,6.5594e-05,5.323e-05,3.7544e-06,0.00038269,0.00069688,0.00018017,0.00012095,0.0001581,0.00033338,0.00045594,0.00017565,0.00010523,0.00015655,2.5491e-05,6.8458e-05,2.5246e-05,6.3735e-06,2.4027e-05,1.7299e-05,9.4513e-05,0.00023979,0.00011712,4.0941e-06,1.4544e-05,4.3307e-05,5.5011e-05,9.7663e-05,0.00024297,0.0002709,0.00016093,8.7957e-05,4.5233e-05,2.3037e-05,1.8035e-05,1.0567e-05,1.2657e-05,7.5588e-05,0.00011348,5.6404e-05,1.0822e-05,1.5079e-06,1.4396e-05,1.2108e-05,9.2409e-07,4.7174e-05,8.4044e-05,4.9438e-05,1.9015e-05,2.3762e-05,2.5158e-05,2.4594e-05,2.6605e-05,6.0176e-06,2.8315e-06,1.2663e-05,3.0071e-05,2.066e-05,1.8643e-05,2.5715e-07,4.4542e-05,6.3447e-05,3.2624e-05,1.0454e-05,5.7336e-05,7.59e-05,4.6198e-05,0.00014585,0.00017661,0.00014106,0.00016655,0.00015518,0.00012142,9.0331e-05,3.6375e-05,2.0891e-06,1.0955e-05,4.0847e-05,3.4751e-05,1.0377e-05,5.9341e-06,1.7771e-06,1.0837e-06,1.5742e-06,1.6195e-06,1.2622e-06,4.5514e-06,9.8243e-06,1.3824e-06,1.0871e-06,2.5458e-08,7.6882e-06,1.4716e-05,1.1997e-05,1.1323e-05,5.7374e-06,3.7307e-07,6.0896e-06,1.1695e-05,1.277e-05,7.7458e-06,1.0923e-06,1.1874e-07,1.7372e-07,1.1063e-06,8.5748e-07,6.7325e-07,1.5478e-06,1.826e-06,3.7144e-07,4.4353e-07,1.2052e-06,3.8806e-07,1.99e-07,7.9984e-07,3.167e-07,
0.82939,0.78958,0.59837,0.18515,0.088849,0.050388,0.012876,0.033857,0.027517,0.017599,0.012939,0.0028808,0.0030734,0.0013447,0.00049469,0.0010449,0.00055022,0.0041745,0.0022628,0.00015499,0.00035135,0.0011698,0.00025082,0.001527,0.0016803,0.0010269,0.0008504,0.00047404,0.00025854,0.00015236,1.4223e-05,3.4676e-05,0.00024249,0.00055496,0.0015038,0.0007968,0.00037769,0.00016458,0.00018505,1.4739e-05,9.6272e-05,0.00015096,0.00045514,0.00024897,8.6115e-06,6.7848e-05,8.9726e-05,1.0066e-05,3.4532e-05,3.9754e-05,0.00012265,0.00044181,0.00030622,4.1099e-07,1.3722e-05,5.8687e-05,9.4965e-05,9.3262e-05,0.00031172,0.00010513,2.5005e-05,0.00027682,0.00014038,3.8574e-05,0.00010057,0.00018545,0.00011693,3.0684e-05,0.00012563,5.156e-05,7.8508e-06,5.267e-05,0.00017429,0.00041889,5.0767e-05,7.7595e-05,0.00036545,0.00053642,0.00051916,0.0002208,0.00027927,0.00013625,2.3709e-05,0.00011571,0.00014108,0.00013054,2.0083e-05,9.9508e-05,0.0001402,0.0002325,0.00013645,5.5824e-05,2.3292e-06,2.6215e-06,1.9421e-05,2.3112e-06,1.6451e-06,3.7042e-05,2.5786e-05,2.5483e-05,6.3225e-06,1.4394e-05,3.7297e-06,9.1549e-06,1.6937e-05,5.6813e-05,3.277e-05,4.8948e-06,2.567e-05,2.3428e-05,3.0739e-05,3.6422e-05,3.8202e-05,1.0923e-05,1.2333e-05,3.7914e-07,2.8583e-06,1.7877e-06,1.9767e-05,1.0023e-05,1.2506e-05,1.8659e-07,6.5531e-07,2.1226e-06,2.7165e-06,2.8048e-08,3.8992e-06,6.0232e-07,5.7673e-06,
1.2641,1.0659,0.35561,0.066904,0.067931,0.021286,0.0022633,0.015289,0.0089549,0.010408,0.0091139,0.0030311,0.00090064,0.00059322,0.0030351,0.0031642,0.0021264,0.0029243,0.00054247,0.001028,0.0045381,0.0023036,0.00064205,0.0003497,0.00019379,0.00051036,0.00023863,0.00028453,7.7641e-05,0.00027268,0.00050631,0.00057825,6.706e-05,0.00047631,9.4734e-05,3.3696e-05,1.8724e-05,6.0292e-06,0.00019171,0.00012923,0.00013835,0.00011418,5.7684e-05,0.00017196,4.0486e-05,9.6286e-05,9.262e-05,0.00018612,0.00029812,0.00013796,1.8231e-05,0.00029306,0.0004638,2.1863e-05,7.8685e-06,2.1121e-05,2.5043e-05,2.8638e-05,5.9855e-05,4.193e-05,7.3203e-05,2.3524e-05,0.00011321,2.0337e-05,3.4951e-05,0.00011646,1.5485e-05,6.4312e-05,5.9322e-05,3.7591e-05,3.9199e-05,4.7373e-05,0.00014747,7.8624e-05,0.00013124,5.0846e-05,1.5395e-05,0.00011031,0.00014463,7.7241e-05,3.455e-05,2.1125e-05,2.2268e-05,9.5366e-05,0.00011038,0.00010178,1.2514e-05,7.7283e-06,6.4416e-05,1.9289e-05,2.5538e-05,2.6877e-06,1.6126e-05,3.3831e-05,7.5475e-05,2.959e-05,3.0928e-05,1.9785e-05,5.3365e-05,5.3278e-06,1.3244e-05,1.9439e-05,6.2023e-05,2.0106e-05,6.827e-06,3.4933e-06,4.9428e-06,1.271e-05,5.6287e-06,3.9511e-06,1.0096e-05,3.3447e-06,5.406e-06,3.1321e-06,2.0523e-08,3.6651e-06,2.6245e-06,3.2913e-06,7.4178e-08,2.2426e-06,2.2192e-06,2.2758e-07,6.3677e-08,2.9489e-06,5.9877e-07,5.4602e-07,8.114e-07,1.5596e-07,1.7007e-08,
1.4679,1.1236,0.11948,0.017571,0.011858,0.0053133,0.0084124,0.0077364,0.010192,0.0016169,0.0021473,0.00096961,0.00052368,0.0035096,0.00070343,0.00059759,2.6002e-05,0.00098861,0.00099802,0.0047641,0.0021648,0.00012279,1.4196e-06,4.6057e-05,0.00044815,0.00052111,5.307e-05,0.0010604,0.0013815,0.00021652,0.00028057,0.00045387,0.00033111,5.7165e-05,0.00011043,8.2784e-05,4.8154e-05,5.8761e-05,0.00013044,0.0002555,5.2463e-05,7.047e-05,0.00027017,3.9875e-05,3.0372e-05,0.00013614,7.9191e-05,5.8507e-05,0.00027831,4.7987e-05,2.5152e-05,2.7122e-05,0.00043497,0.00028409,6.9546e-05,5.7053e-06,1.6763e-05,9.8128e-06,5.8348e-05,9.9179e-05,2.7636e-06,0.00016064,0.00023825,0.00020142,0.00013496,1.1683e-05,3.2947e-05,2.13e-05,5.7498e-06,1.7905e-05,5.0326e-05,1.4054e-05,5.3842e-05,3.8919e-05,5.2598e-06,3.5608e-05,3.7575e-05,1.8366e-05,7.2509e-06,1.0804e-05,4.4047e-05,9.4618e-05,7.3409e-05,9.6758e-05,1.1096e-05,4.7444e-06,2.7794e-05,3.9779e-05,9.4072e-06,1.2043e-05,4.8058e-05,5.098e-05,3.0627e-05,0.00010778,2.9029e-05,0.00010346,9.6836e-05,2.3543e-05,3.0632e-05,7.5852e-05,0.00010746,9.2174e-05,4.7264e-05,5.5187e-06,3.0276e-06,7.7125e-07,2.0737e-05,1.9211e-05,1.6833e-06,8.7418e-06,4.4128e-06,1.8187e-05,1.2121e-05,1.1451e-07,1.409e-07,6.9908e-06,3.705e-06,2.0348e-06,1.8536e-06,6.3713e-06,4.417e-06,2.1486e-06,1.1152e-06,2.0804e-07,1.258e-06,3.0495e-07,9.1256e-08,1.3824e-07,4.0666e-08,
0.0016405,0.073836,0.075578,0.028235,0.0081449,0.017184,0.022798,0.0073335,0.0020814,0.0037955,0.0017243,0.0036716,0.005465,0.0040778,0.00027745,0.0011857,0.00029807,0.00047876,0.0021738,0.0019706,0.0032563,0.0015084,0.00092008,0.0010284,0.00098995,0.0012242,9.8747e-05,0.00087313,0.0011726,3.3004e-05,0.00093296,0.0002976,8.9969e-05,0.00034601,0.00035052,8.2695e-05,8.3778e-06,0.0001173,8.9769e-05,0.00014594,1.8754e-06,8.381e-05,8.6094e-05,3.1087e-05,2.2014e-07,9.0748e-05,2.6625e-05,6.0239e-05,0.0002452,8.8517e-05,3.5793e-05,1.9943e-05,3.2246e-05,0.00016677,4.8991e-05,3.5167e-05,4.8644e-05,6.6696e-05,6.1862e-05,0.0001392,0.00017107,5.8101e-05,3.184e-06,0.00010761,3.9435e-05,0.0002201,0.00011398,4.7956e-05,5.9017e-05,3.5674e-05,2.9984e-05,2.7626e-05,6.4248e-05,5.2098e-05,5.1845e-05,1.0664e-05,1.2237e-05,8.3723e-05,0.00014132,2.9552e-05,0.00010861,0.00022056,3.4257e-06,7.9814e-05,4.2903e-05,2.7753e-05,3.3332e-05,8.7467e-06,2.1065e-05,3.1747e-06,3.4728e-06,8.4523e-07,1.3625e-05,0.00017727,5.5803e-05,6.2867e-05,1.0009e-05,4.7927e-06,7.637e-06,2.9523e-05,6.0292e-05,3.9777e-05,3.3622e-05,6.9948e-05,3.5802e-05,3.0438e-05,9.8481e-06,2.5657e-05,2.3772e-05,1.2763e-05,8.4007e-06,1.0604e-05,3.6349e-05,1.4036e-06,1.1705e-06,8.4599e-06,8.4698e-07,2.7186e-06,1.0139e-05,4.9556e-06,1.0105e-06,9.7406e-06,1.6854e-06,2.4187e-06,6.8475e-07,4.8923e-06,7.7387e-07,1.1334e-06,1.3003e-06,
2.5869,1.5393,1.5257,1.0123,0.64905,0.38885,0.20814,0.086711,0.036847,0.011067,0.0089569,0.0065145,0.0022828,0.015744,0.0077505,0.0090276,0.0029116,0.0053711,0.0026069,0.0061106,0.0013681,0.0010757,0.0009568,0.00058268,0.00015704,0.0010016,0.00046837,0.0012821,0.00010578,0.00013237,0.0019923,0.0012217,0.00049258,0.00024551,0.00032837,0.00018244,0.00039569,0.00014036,0.0012535,0.00046731,0.00019894,3.3838e-05,8.3499e-05,1.8433e-05,2.6324e-05,0.00019175,0.00013873,0.0002844,0.00010685,0.00036392,1.9702e-05,0.00017986,8.8533e-05,0.000117,5.4601e-05,4.0121e-05,1.7686e-05,6.2567e-05,0.00013909,9.2787e-05,0.00015734,5.2636e-05,0.00012618,0.00020611,0.00032463,1.4983e-05,8.7396e-05,0.00016907,2.2177e-05,0.00014476,2.0304e-05,0.00015456,5.2381e-05,0.00016208,5.171e-05,0.00011948,5.4034e-05,4.4976e-05,0.00018646,0.00029095,0.00024794,0.00026889,1.5222e-05,6.7654e-05,6.1017e-05,8.5221e-05,7.186e-05,0.00010465,7.6074e-06,7.8134e-06,2.1754e-05,5.1354e-06,8.606e-06,0.00012826,6.4526e-05,8.1629e-05,4.2926e-05,6.429e-05,3.8037e-06,7.6147e-06,3.3183e-05,1.5959e-05,1.0165e-06,3.3239e-05,1.7787e-05,4.4576e-06,7.9091e-06,1.6243e-05,1.0251e-05,2.8713e-05,2.6818e-05,6.017e-06,5.4379e-06,2.3066e-05,1.2557e-06,2.3432e-05,2.1503e-07,1.4054e-05,6.0172e-06,4.8453e-06,3.2539e-06,1.1178e-05,4.4197e-06,9.5685e-06,2.9119e-06,5.5718e-06,7.1498e-06,4.3321e-06,5.6533e-06,
32.275,17.452,2.9259,0.069983,0.076374,0.039115,0.028978,0.028449,0.01625,0.0028483,0.0013474,0.0012945,0.00010726,0.0035902,0.00081306,0.00014089,0.00039136,0.00041152,0.00040602,0.0021935,0.0015724,0.0017406,0.00054194,9.3056e-05,1.0888e-05,0.00038072,0.00015628,0.00017405,0.00020907,0.0003736,0.00078322,0.0014689,0.00022251,0.00010823,5.9405e-05,9.2122e-06,4.2315e-05,2.0457e-06,0.00047057,0.00087208,6.2015e-05,6.5495e-05,0.00013413,4.5394e-06,0.0001091,0.00056057,0.00042822,0.00027888,0.00011925,0.00026144,0.00019194,0.00026272,0.00016076,5.5657e-05,6.8299e-05,3.5836e-05,4.1259e-05,2.0035e-05,6.8742e-05,2.0231e-05,0.00012435,0.00016016,9.1153e-05,4.3307e-06,5.5829e-06,0.00015428,8.3707e-05,1.3304e-05,9.3075e-05,0.00017034,6.3399e-05,6.8383e-05,5.8901e-06,2.365e-06,0.00012985,9.1559e-05,7.6988e-05,2.4566e-05,2.7099e-05,1.5109e-06,1.5206e-05,2.5449e-05,2.4754e-05,7.2306e-05,0.0002291,8.9418e-05,2.2375e-05,5.3644e-05,5.276e-06,1.2334e-05,7.4612e-06,2.7144e-05,3.5365e-05,2.7595e-06,8.7757e-06,2.8043e-05,5.5248e-05,2.1446e-06,3.5261e-05,2.9139e-05,2.8498e-05,6.843e-06,1.4799e-06,2.3247e-05,3.8991e-05,2.3596e-05,3.8922e-05,1.7788e-05,1.5666e-06,2.2665e-05,6.9934e-05,4.1756e-05,3.7269e-06,1.4146e-06,4.6753e-06,9.7648e-06,7.2844e-06,1.5881e-06,5.0024e-07,6.9852e-08,5.1812e-06,2.7864e-06,5.5107e-06,1.2313e-06,7.3489e-07,1.0594e-06,1.2839e-07,2.3041e-07,1.7089e-07,
6.185,1.6485,0.20059,0.23395,0.08496,0.0075504,0.017594,0.018236,0.0096354,0.0085652,0.0019167,0.00025238,0.00072302,0.0013043,0.0015974,0.0016674,0.0004319,0.00047803,0.0012113,0.00059261,0.0023536,0.00014567,0.00071154,0.0010431,0.00054303,9.2614e-05,0.00051843,0.00022623,0.00035118,0.00023364,0.00022436,0.00045966,3.0468e-05,5.6912e-05,5.4568e-05,0.00055685,0.00025282,0.00034763,8.6728e-05,0.00032005,0.00010847,0.00019347,9.583e-05,7.715e-05,2.2509e-05,0.00017458,0.00014041,5.8662e-05,0.00041017,0.00012832,0.00019244,1.8579e-05,3.7491e-06,6.8138e-05,7.9672e-06,2.2392e-05,3.4902e-05,3.2389e-05,0.00016412,6.4936e-05,3.2657e-05,9.6351e-05,0.00013138,0.00010607,9.7137e-05,6.4267e-05,0.00017215,0.00025919,0.00017542,0.00015349,2.9255e-05,0.00019552,5.7439e-05,1.9724e-05,0.00015154,8.0665e-05,4.4399e-05,5.4868e-05,6.4669e-06,4.1171e-05,3.6819e-05,4.5997e-05,5.8528e-05,2.1421e-05,5.6201e-05,1.5083e-05,2.3151e-05,9.6479e-05,1.4881e-05,4.9387e-06,1.8819e-05,8.9836e-05,3.3838e-05,1.1383e-06,5.5748e-05,0.00013186,0.00032986,4.7081e-05,1.5779e-05,2.9105e-06,1.7338e-05,1.7716e-05,1.0638e-05,1.9505e-05,1.1786e-05,3.204e-05,0.0001174,2.1186e-05,1.0758e-05,8.8988e-06,1.9361e-05,5.8789e-05,2.0675e-07,4.1499e-06,1.5094e-05,1.4841e-06,3.0036e-06,1.4018e-05,2.8118e-08,1.339e-05,3.0625e-06,1.4886e-06,4.1306e-06,3.9748e-06,3.1445e-06,6.1259e-06,2.2274e-06,4.9467e-06,3.58e-06,
1.7526,0.97295,0.27247,0.12498,0.080629,0.0037235,0.0053821,0.0050787,0.0011062,0.0043981,0.0016876,1.8893e-05,0.00015176,0.0061222,0.019637,0.015876,0.0027452,0.00072468,0.0003456,0.0018041,0.0034652,0.00039843,0.00037261,0.00098414,0.00061685,4.974e-05,0.00070098,0.00028539,0.00043753,0.00023436,0.00053175,0.00056366,0.00027768,2.15e-05,8.3211e-05,0.0007828,0.00071251,6.4809e-05,9.0835e-05,3.5582e-05,0.00027626,0.00054371,8.9731e-05,9.8077e-05,2.822e-05,0.0001158,3.7775e-05,0.00012362,2.826e-05,1.5435e-05,0.00013866,0.00016794,3.108e-05,2.6027e-05,4.5134e-05,5.8013e-05,9.0905e-06,9.8088e-05,2.9964e-06,2.1137e-05,2.9267e-05,5.4836e-05,1.155e-05,2.6747e-05,0.00014814,9.4017e-05,1.4705e-05,1.6848e-05,6.4186e-05,0.00010819,0.00010968,0.00016589,0.00013014,1.5897e-05,3.3074e-05,5.209e-05,0.00010045,0.00021467,4.4718e-05,8.0692e-05,0.00017282,0.00026729,2.0847e-05,4.4951e-05,9.3416e-06,1.5253e-05,1.1131e-05,2.3865e-06,5.395e-05,3.6047e-05,0.00021129,6.5453e-05,4.1377e-05,5.8668e-06,8.625e-05,4.9256e-05,1.2306e-05,7.1898e-05,3.5288e-05,5.7612e-05,5.5096e-05,5.657e-05,2.2546e-05,9.4879e-07,2.7768e-05,6.0729e-06,7.1404e-07,1.5373e-05,9.9897e-06,3.3077e-05,6.2764e-06,1.164e-05,2.7847e-05,1.9738e-05,4.966e-06,3.1858e-06,2.0239e-06,2.3178e-06,5.6264e-08,4.9782e-06,4.995e-06,4.2807e-06,1.3353e-06,1.2777e-06,5.776e-06,8.1295e-07,2.6574e-06,1.1241e-06,1.7557e-06,
