-41.48,-26.507,-21.27,-22.218,-18.033,-7.5063,-13.646,-17.066,-13.919,-12.375,-8.6842,-5.9765,-5.9363,-9.7986,-16.621,-14.512,-10.177,-10.384,-7.0344,-0.66201,-3.2499,-0.52979,-0.45586,-1.1554,-1.4631,-10.166,-10.221,-7.2843,-3.6076,-9.0976,-13.447,-23.47,-26.956,-10.299,3.0005,6.7432,-3.9486,-5.8093,-8.1886,-11.546,-16.83,-23.976,-24.89,-25.258,-25.923,-23.018,-19.748,-24.16,-23.49,1,
6.6751,8.6546,7.2363,9.7077,7.4487,1.3178,4.8963,6.9437,6.2418,3.9665,2.6146,1.8086,4.299,2.9732,4.0128,5.4129,8.3141,6.4668,5.9448,5.5467,3.0619,5.7606,7.1317,4.7544,4.5688,3.7464,6.3323,6.1315,4.0988,3.0735,2.2324,5.5039,4.8978,4.7221,4.4134,3.6852,2.4416,2.251,2.0733,3.0121,2.5783,5.6781,5.6713,5.7743,4.5413,4.4436,3.3329,4.5398,5.0091,1,
2.5725,4.2994,2.7814,4.445,3.1679,0.065823,2.0961,2.2362,2.4888,1.7877,1.797,1.2298,1.6582,0.28201,3.5569,3.6664,5.3029,5.3164,3.4939,0.94105,0.32574,1.0177,0.97494,2.9378,2.3182,1.1383,2.0154,2.1445,0.41848,1.0547,1.9573,2.2861,2.2577,0.83025,0.93212,0.47415,1.2622,0.9081,-0.035371,1.0979,-1.1102,0.82808,1.5041,2.5439,2.187,1.5918,0.87819,1.4581,1.6416,1,
1.5639,3.7311,3.1359,3.5636,3.7367,2.7261,3.5408,2.9086,3.4926,2.1647,1.487,2.3882,2.106,1.0145,3.4708,3.9643,3.6768,4.2177,3.0683,0.78096,1.0833,2.8831,2.7827,2.7107,2.1646,2.7267,3.4252,2.6223,1.769,2.704,4.4653,3.7612,1.8183,3.313,2.5761,2.039,2.3786,2.7673,1.7543,2.632,1.664,1.0124,1.8631,2.3038,1.4167,0.50262,-0.65463,-0.20371,1.8526,1,
1.3816,1.6499,1.5518,1.5493,1.0772,1.394,1.6128,0.94852,0.81656,0.48741,0.55376,2.2499,1.4948,0.15777,0.77608,1.1359,1.6876,2.1011,1.0644,1.2992,0.52691,0.57925,0.6759,0.418,0.0718,1.6436,0.9502,1.4126,0.6558,0.24207,1.5411,1.3758,0.61421,2.3426,1.1555,0.44243,0.27556,1.5853,-0.61714,-0.38591,0.20175,0.37852,1.4195,1.7756,1.4648,0.82965,1.6418,-0.36371,1.4963,1,
0.77215,2.0787,1.4141,2.4425,1.8361,1.9847,2.0902,2.4262,1.3637,1.273,1.0955,1.9615,1.6208,1.7806,1.456,2.2592,1.8075,1.8339,2.0861,0.61607,0.69748,1.0307,0.54507,0.48808,0.66448,1.4213,1.0975,1.8863,1.492,0.86813,3.491,3.1894,2.356,1.418,1.8171,1.5735,1.6083,1.9867,0.57205,0.46596,1.0363,1.231,1.7387,2.6545,2.1383,2.8382,4.5027,2.5289,1.2443,1,
-0.023871,0.58185,0.66477,1.0976,0.098839,-0.29176,-0.46289,-0.19931,0.025536,0.36914,-0.32503,0.37539,-0.032964,-0.10473,0.42391,0.78111,-0.040021,0.24165,-0.59148,-1.1445,-0.90009,-1.2829,-0.92541,0.45601,0.14053,0.27032,-1.4415,-0.77575,-1.1141,1.1784,2.5406,1.4491,0.32554,-0.70941,0.37373,0.49917,0.57587,0.1893,-0.099306,-0.7127,-1.1131,-0.3836,-1.1912,-0.64581,0.79231,-0.31299,-1.3998,0.0054602,-0.43315,1,
-0.2159,0.73269,0.5425,0.50599,0.56525,0.23643,0.18832,0.76151,0.83791,1.2232,1.3997,0.57238,1.3459,1.5528,0.92988,1.0403,0.42046,1.1104,0.52168,0.65623,0.66793,0.24009,0.29403,1.2179,1.0499,0.39853,0.42327,-0.13866,-0.22636,2.5795,2.1551,2.079,2.047,0.85212,0.80538,1.1337,0.94899,1.4471,1.8475,1.3099,1.4754,1.7399,1.0505,2.1083,1.4379,2.0383,0.52787,0.6314,0.49905,1,
-0.11362,-1.8293,-0.79479,-1.6579,-0.05532,0.25085,-0.29117,0.037661,-0.71238,-0.87228,-0.70833,-0.82004,-0.2571,0.24002,-0.23849,-0.57737,-0.64147,-0.60925,-0.0010757,-0.33788,-0.88509,-0.93498,-1.0453,-0.051591,-0.34105,-0.4178,-0.96622,-0.18797,-0.28425,0.44621,-0.30569,0.55785,0.12443,-0.25867,-0.37052,0.11529,0.53189,0.018969,0.41242,0.26341,0.06343,0.37403,-0.13793,-0.39063,0.14085,-0.24713,-0.48706,-0.51214,-0.28597,1,
-0.42666,0.053965,0.29117,-0.085388,0.49129,0.70671,-0.079206,-0.32089,-0.59215,-0.24802,0.13624,-0.28414,-0.14347,1.1539,0.097295,-0.34929,-0.48961,-0.1507,1.0681,0.52211,0.63236,0.20507,0.39772,1.1291,1.2892,0.57597,1.1811,1.2226,0.72837,0.75473,0.7822,0.78279,0.7398,-0.27734,0.13866,0.56125,0.75901,0.78526,1.153,1.3651,0.84578,0.013402,0.65395,0.028763,0.077356,0.84315,1.1799,0.94086,0.077409,1,
